BPM,Temp,SR
80,35.875,36
82,35.875,36
81,35.875,36
81,35.875,37
80,35.875,36
81,35.875,36
78,35.875,38
74,35.875,38
71,35.875,37
75,35.875,38
77,35.9375,37
76,35.875,38
76,35.875,38
78,35.9375,37
81,35.875,80
80,35.9375,36
80,35.9375,36
80,35.9375,36
69,35.9375,24
66,35.9375,23
62,35.875,10
62,35.875,15
77,35.9375,8
67,35.9375,3
64,35.9375,3
71,35.875,5
83,35.875,9
78,35.875,9
63,35.875,10
67,35.8125,7
81,35.8125,8
81,35.8125,9
80,35.8125,12
80,35.75,10
81,35.75,11
83,35.75,9
83,35.8125,5
82,35.8125,9
83,35.8125,10
83,35.75,10
83,35.75,10
82,35.8125,11
82,35.75,10
81,35.75,10
81,35.75,7
81,35.75,10
82,35.75,11
83,35.75,11
83,35.75,11
81,35.75,10
81,35.75,10
81,35.75,8
83,35.8125,7
75,35.75,6
74,35.8125,10
74,35.8125,10
82,35.8125,12
77,35.8125,10
71,35.8125,10
69,35.8125,9
72,35.8125,6
75,35.8125,12
78,35.8125,20
80,35.8125,16
80,35.8125,15
80,35.8125,16
76,35.8125,18
76,35.75,9
75,35.8125,17
80,35.8125,16
81,35.8125,9
81,35.8125,15
80,35.8125,9
75,35.8125,6
74,35.8125,5
80,35.8125,6
81,35.8125,8
81,35.8125,9
82,35.75,9
82,35.8125,9
79,35.75,8
77,35.75,8
78,35.8125,7
83,35.8125,7
83,35.75,7
68,35.75,11
61,35.8125,11
58,35.75,16
77,35.75,18
82,35.6875,14
66,35.6875,12
67,35.6875,18
67,35.625,19
82,35.625,16
81,35.625,25
82,35.625,26
82,35.5625,34
83,35.5625,29
81,35.5625,27
81,35.5,24
82,35.4375,33
82,35.4375,34
77,35.4375,34
74,35.375,33
76,35.4375,32
82,35.3125,31
81,35.3125,31
81,35.375,31
82,35.3125,30
83,35.3125,29
80,35.3125,31
73,35.3125,31
71,35.3125,30
74,35.3125,30
78,35.3125,28
76,35.3125,27
62,35.3125,26
58,35.3125,26
60,35.3125,27
74,35.3125,30
80,35.375,31
81,35.375,31
82,35.375,31
82,35.3125,32
76,35.375,31
72,35.375,31
71,35.375,30
78,35.375,29
78,35.4375,31
77,35.375,30
74,35.375,30
72,35.4375,35
68,35.4375,36
72,35.4375,37
76,35.375,35
76,35.4375,34
79,35.375,34
81,35.4375,35
81,35.4375,34
76,35.4375,34
75,35.4375,34
71,35.4375,33
70,35.4375,34
70,35.4375,33
76,35.4375,39
76,35.5,44
74,35.4375,47
68,35.5,47
65,35.4375,50
66,35.4375,50
72,35.5,53
80,35.5,51
82,35.5,48
78,35.5,46
77,35.5,45
76,35.5,46
80,35.5625,45
80,35.5625,44
79,35.5625,44
79,35.5625,43
78,35.5625,41
75,35.5,43
76,35.5,48
80,35.5,45
80,35.5,46
78,35.5,44
76,35.5625,43
74,35.5625,43
80,35.5625,41
78,35.5625,41
81,35.5625,41
80,35.5625,40
69,35.5625,40
65,35.5625,40
63,35.5625,39
63,35.5625,39
70,35.5625,39
72,35.5625,38
69,35.5625,37
67,35.5625,37
65,35.5625,36
70,35.5625,35
67,35.5625,35
70,35.5625,36
70,35.5625,35
73,35.625,35
70,35.625,36
57,35.625,4
56,35.5625,6
71,35.5625,5
69,35.5,7
64,35.5,7
70,35.5,7
71,35.4375,10
67,35.4375,5
65,35.375,9
63,35.375,8
56,35.375,9
57,35.25,11
68,35.25,10
83,35.25,10
78,35.25,10
67,35.1875,10
63,35.25,10
59,35.1875,14
58,35.1875,14
58,35.1875,13
59,35.25,12
62,35.1875,13
63,35.1875,12
65,35.25,12
64,35.1875,14
65,35.125,12
66,35.125,12
73,35.125,12
76,35.125,12
76,35.1875,13
70,35.125,13
63,35.125,12
60,35.125,11
60,35.1875,11
59,35.1875,11
63,35.125,13
63,35.125,12
62,35.1875,13
60,35.125,13
59,35.1875,13
60,35.1875,14
58,35.125,14
60,35.1875,11
59,35.1875,11
59,35.1875,12
67,35.125,10
69,35.125,12
66,35.125,11
58,35.1875,13
59,35.1875,14
69,35.1875,13
64,35.1875,12
59,35.1875,13
58,35.25,12
59,35.1875,13
67,35.1875,13
65,35.25,14
69,35.25,13
70,35.1875,12
62,35.1875,12
61,35.1875,12
57,35.1875,12
58,35.1875,11
59,35.25,11
57,35.1875,13
59,35.25,13
63,35.25,13
63,35.1875,13
60,35.25,13
60,35.25,12
59,35.25,12
59,35.25,11
59,35.25,14
58,35.25,14
58,35.25,13
60,35.25,14
60,35.25,13
57,35.3125,13
58,35.3125,12
56,35.3125,12
56,35.3125,12
57,35.3125,13
57,35.25,14
57,35.3125,13
57,35.25,14
58,35.3125,12
64,35.3125,13
70,35.3125,11
67,35.3125,11
66,35.375,13
65,35.3125,11
61,35.3125,13
60,35.3125,11
61,35.3125,11
61,35.3125,12
64,35.3125,11
62,35.3125,12
61,35.375,11
61,35.3125,11
60,35.3125,11
61,35.3125,9
62,35.3125,14
62,35.375,13
65,35.375,13
64,35.375,13
64,35.3125,14
74,35.4375,12
82,35.375,12
82,35.375,12
83,35.375,12
72,35.375,12
70,35.4375,12
64,35.4375,12
71,35.375,14
74,35.375,15
81,35.4375,16
72,35.4375,15
68,35.4375,15
60,35.4375,15
58,35.4375,15
61,35.375,14
70,35.4375,14
73,35.4375,13
68,35.4375,13
65,35.4375,13
58,35.4375,13
58,35.4375,13
58,35.4375,13
59,35.4375,13
61,35.5,12
59,35.4375,15
57,35.4375,15
56,35.5,15
56,35.5,15
56,35.4375,15
57,35.5,12
57,35.5,12
60,35.5,11
60,35.5,14
59,35.5,14
60,35.5625,14
59,35.5,14
63,35.5625,12
64,35.5625,12
69,35.5625,12
73,35.5625,12
78,35.5625,12
73,35.5625,12
69,35.5625,12
74,35.5625,9
77,35.5625,13
83,35.5625,13
79,35.5625,13
70,35.5625,14
67,35.5625,14
64,35.5625,13
68,35.5625,13
71,35.625,13
74,35.5625,13
74,35.5625,11
75,35.5625,10
70,35.5625,11
72,35.5625,10
64,35.625,10
61,35.625,11
64,35.5625,80
69,35.625,10
74,35.625,11
71,35.625,13
69,35.625,13
74,35.625,13
74,35.625,13
68,35.625,13
60,35.625,11
63,35.625,11
61,35.6875,11
61,35.625,10
60,35.6875,11
63,35.6875,11
62,35.6875,11
63,35.6875,13
64,35.6875,14
62,35.625,14
61,35.6875,13
60,35.6875,13
62,35.6875,13
63,35.6875,13
62,31.375,33
65,31.375,36
67,31.375,41
77,31.375,45
72,31.375,43
71,31.4375,41
64,31.4375,41
65,31.375,45
69,31.4375,47
68,31.4375,44
69,31.4375,44
66,31.5,43
64,31.5,43
64,31.4375,44
66,31.5,45
68,31.5,45
69,31.5,45
69,31.4375,44
67,31.5625,44
67,31.5625,45
64,31.5625,45
64,31.5,45
65,31.625,47
68,31.5625,47
70,31.5625,46
70,31.5625,46
69,31.5625,45
68,31.625,45
68,31.5625,46
68,31.625,46
68,31.5625,44
70,31.5625,46
72,31.625,47
76,31.5625,47
77,31.5625,44
78,31.5625,47
76,31.5625,47
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
79,30,8
